Query,Label
see previous done videos for reference,Spelling in the captions / Adding text / Changing text
"please read the edit brief and creators sheet and do accordingly,
Brand color numbers are
CD6EBC
C7B080
3F721D
black and white",Spelling in the captions / Adding text / Changing text
porosity control,Spelling in the captions / Adding text / Changing text
"put the banner-""PIXIE CUT WITH LINES",Spelling in the captions / Adding text / Changing text
"please read the edit brief and creators sheet and do accordingly,
Brand color numbers are
CD6EBC
C7B080
3F721D
black and white ",Spelling in the captions / Adding text / Changing text
PUT THE BANNER,Spelling in the captions / Adding text / Changing text
"please read the edit brief and creators sheet and do accordingly,
Brand color numbers are
CD6EBC
C7B080
3F721D
black and white ",Spelling in the captions / Adding text / Changing text
Put the banner-'Kids Only - Showbiz Pizza Creepypasta' ,Spelling in the captions / Adding text / Changing text
video should be zoomed in,Spelling in the captions / Adding text / Changing text
Put the banner-'Kids Only - Showbiz Pizza Creepypasta' (,Spelling in the captions / Adding text / Changing text
video should be zoomed in,Spelling in the captions / Adding text / Changing text
Put the banner-'Kids Only - Showbiz Pizza Creepypasta',Spelling in the captions / Adding text / Changing text
video should be zoomed in ,Spelling in the captions / Adding text / Changing text
Put the banner-'Kids Only - Showbiz Pizza Creepypasta,Spelling in the captions / Adding text / Changing text
video should be zoomed in ,Spelling in the captions / Adding text / Changing text
He sure to mention in the description when you post these older videos that this was filmed in 2011 so they can see it’s it recent ok? That’s all the yoga for sex videos you edited in this series ,Reframing
I don’t feel the segments featured in This video are beautiful enough so it doesn’t feel enticing and also the text at the top is blurry,Spelling in the captions / Adding text / Changing text
When you share this be sure to let people know this video was filmed in 2008 for my youtube Chanel lol it’s very old but the content is still good I suppose,Spelling in the captions / Adding text / Changing text
This is part 2 of the other one you edited about breath retention. Be sure to put on there at the top: “part 1 of 2” and “part 2/2” when you share these,Sound effects or music louder than the speaker’s voice
"Please change text to - "" to be able to jump and use it""",Spelling in the captions / Adding text / Changing text
Please use Black and red color for the captions,Spelling in the captions / Adding text / Changing text
"Please change text to "" But you can take a call"" ",Spelling in the captions / Adding text / Changing text
"Pls change text to - ""Peloton Journey I-Fit Type situation "" ",Spelling in the captions / Adding text / Changing text
Pls change text to - they're taking it new places,Spelling in the captions / Adding text / Changing text
combing out,Spelling in the captions / Adding text / Changing text
go,Spelling in the captions / Adding text / Changing text
"configuration technically, I suppose.",Spelling in the captions / Adding text / Changing text
The big,Spelling in the captions / Adding text / Changing text
keyboard..,Spelling in the captions / Adding text / Changing text
Maybe ,Spelling in the captions / Adding text / Changing text
it's ,Spelling in the captions / Adding text / Changing text
I love me some LEGOS. ,Spelling in the captions / Adding text / Changing text
"Say, this is ",Spelling in the captions / Adding text / Changing text
benefitted ,Spelling in the captions / Adding text / Changing text
remove fullstop ,Spelling in the captions / Adding text / Changing text
cannot see the red dead on the right side,Spelling in the captions / Adding text / Changing text
"Please change text to ""Thats exactly why I have invested in these protocols""",Spelling in the captions / Adding text / Changing text
"Please change text to ""This one is good"" ",Spelling in the captions / Adding text / Changing text
"Please change text to ""KACHAVA did""",Spelling in the captions / Adding text / Changing text
"Please change text to ""And so I'll just wrap this up by saying they"" ",Spelling in the captions / Adding text / Changing text
U missing here,Spelling in the captions / Adding text / Changing text
your mic,Spelling in the captions / Adding text / Changing text
can we zoom in on him ,Spelling in the captions / Adding text / Changing text
"Please change text to : So, yes you pee on a stick ",Reframing
"Please cut the upper frame which says 6.5/10 as travis is saying 8.0 , and keep his face in half the frame and show the bottom frame from you successfully took your test",Spelling in the captions / Adding text / Changing text
"Please change text to ""Motivational""",Reframing
"Please change text to ""to those Ergatta standards""",Spelling in the captions / Adding text / Changing text
cable repeated twice,Spelling in the captions / Adding text / Changing text
there's a u there but it comes up after a split second. (,Captions repeating at different timestamps
move the banner a bit down,Captions repeating at different timestamps
"Please change text to - ""thats exactly why I have invested in these protocols",Reframing
"I reallhy love the edit you created for the intro. I feel it would be better if we add some text so it really introduces the channel, what do you feel about that? maybe some words like ""Are you ready to transform your life?"" ""Deepen your spiritual practice"" ""Strengthen your body, mind & soul"" ""Become the best version of yourself!"" ""Connect with your high vibe tribe of loving support"" ""Learn to teach and share the flow state system"" ""Make a positive Impact"" ""Live a life of health, happiness & prosperity"" ""Join the Flow State Community!"" """,Spelling in the captions / Adding text / Changing text
"I'm not sure if all of those will fit. but since i saw the intro you made was 30 seconds it could be possible but if not, we can remove a few. but the main thing we want to share the value and benefits they gain from joining my channel and the community.",Spelling in the captions / Adding text / Changing text
"something like that, what do you think?",Spelling in the captions / Adding text / Changing text
"Please change text to - ""girard""",Spelling in the captions / Adding text / Changing text
put the caption here ,Spelling in the captions / Adding text / Changing text
"Caption error, Does not match the words he is saying, Pls correct",Spelling in the captions / Adding text / Changing text
"Please change text to - ""Lets go to fields"" (",Spelling in the captions / Adding text / Changing text
Please change text to - Full Metal Jacket (,Spelling in the captions / Adding text / Changing text
"End transition not proper, keep it till 00:55 where he says ""for the team leader"".",Spelling in the captions / Adding text / Changing text
"I think that is perfect! Thank you for the suggestion, we will incorporate that in the re-edit. ",Ending transition and sound effect not there
On the left here add - Become the best version of yourself!,Spelling in the captions / Adding text / Changing text
"In this frame add - Strengthen your mind, body and soul.",Spelling in the captions / Adding text / Changing text
Here add - Connect with your high vibe tribe of loving support... ,Reframing
Here put - JOIN THE FLOW STATE COMMUNITY! ,Spelling in the captions / Adding text / Changing text
"Continue the music here - add some Yoga centric Background and add text on top - ""This video is part of the full 30 day yoga challenge series filmed in the Malidives. To gain access to all 30 videos visit theflowstate.app and register for the Flow State YTT200 and become a certified Flow State teacher!""
Keep this on for 5 seconds then fade the music away and start with the video.",Spelling in the captions / Adding text / Changing text
Add a name plate here for Dashama,Spelling in the captions / Adding text / Changing text
Pop here on the right - Pranayama Practices (,Spelling in the captions / Adding text / Changing text
Pop here on the right - Nadi Shodhana,Spelling in the captions / Adding text / Changing text
"In the BG - can we put some sound of the waves in the ocean, should be subtle (",Spelling in the captions / Adding text / Changing text
Can we frame it here this way?,Sound effects or music louder than the speaker’s voice
Put - 10 breath's a bliss,Reframing
can we do a slow zoom here while she is performing it,Spelling in the captions / Adding text / Changing text
Put text on screen - Long expansion,Reframing
"Please cut 1 second from this video. I uploaded to my YouTube page, and YouTube ads second when you upload, making it 61 seconds. Cutting one second off will guarantee that YouTube recognizes it as a shor",Spelling in the captions / Adding text / Changing text
please remove drug b-roll ,Spelling in the captions / Adding text / Changing text
"Please change text to ""Today, We""re at this abandoned property""",Spelling in the captions / Adding text / Changing text
"Pls change text to ""During a rage""",Spelling in the captions / Adding text / Changing text
but how is it ,Spelling in the captions / Adding text / Changing text
Pls change text to - Did it kill chris,Spelling in the captions / Adding text / Changing text
"add few more seconds after this, add till '....suddenly stuck to the helicopter(8:38)",Spelling in the captions / Adding text / Changing text
"Remove ""Just do it"" from the captions",Spelling in the captions / Adding text / Changing text
Please change the banner text to - I BECAME AN EX COP,Spelling in the captions / Adding text / Changing text
please change text to - It was a 911 hang up call ,Spelling in the captions / Adding text / Changing text
Pls change text to - sergeant said you couldnt even,Spelling in the captions / Adding text / Changing text
Braxlynn ,Spelling in the captions / Adding text / Changing text
remove A ,Spelling in the captions / Adding text / Changing text
"Change ""Ranch"" to ""Wrench""",Spelling in the captions / Adding text / Changing text
"Change ""My Friend"" to ""My first""",Spelling in the captions / Adding text / Changing text
"Change ""Want"" to ""One,""",Spelling in the captions / Adding text / Changing text
"Change ""Or Suck"" to ""MARSOC""",Spelling in the captions / Adding text / Changing text
"Change ""Cell"" to ""So"" ",Spelling in the captions / Adding text / Changing text
"Change ""More Psych"" to ""MARSOC""",Spelling in the captions / Adding text / Changing text
"Change ""Other"" to ""Alpha"" ",Spelling in the captions / Adding text / Changing text
Please add music to this.,Spelling in the captions / Adding text / Changing text
"Change ""Our"" to ""Their"" ",Sound effects or music louder than the speaker’s voice
"Remove this short bit where he says ""Oh my god""",Spelling in the captions / Adding text / Changing text
"Change ""Lookinf"" to ""Looking""",Spelling in the captions / Adding text / Changing text
"put banner at the start -"" SNOW ON TREES : ABSTRACT WINTER LANDSCAPE PAINTING""",Spelling in the captions / Adding text / Changing text
move the website url a bit up (above this line) (,Spelling in the captions / Adding text / Changing text
Oh a Free CD ,Spelling in the captions / Adding text / Changing text
Cut check out ,Spelling in the captions / Adding text / Changing text
Dpm ,Spelling in the captions / Adding text / Changing text
Don't Make Food Plans Just Off Review Sites,Spelling in the captions / Adding text / Changing text
Base your trip,Spelling in the captions / Adding text / Changing text
R Train,Spelling in the captions / Adding text / Changing text
The G Train ,Spelling in the captions / Adding text / Changing text
DiFara Pizza,Spelling in the captions / Adding text / Changing text
"I think she says ""to bliss"" (",Spelling in the captions / Adding text / Changing text
zoom in the video,Spelling in the captions / Adding text / Changing text
zoom in the whole video ,Reframing
zoom in the  video,Reframing
"creator's channel name is not coming,it's getting cut ",Reframing
zoom in the whole video ,Reframing
"keep this border only while showing the title/banner, after that borders should be completely white ",Reframing
"in one line there should be only 5 words max , there are to many words in a line due to which texts are getting smaller and are not visible",Reframing
"keep this border only while showing the title/banner, after that borders should be completely white",Spelling in the captions / Adding text / Changing text
"in one line there should be only 5 words max , there are to many words in a line due to which texts are getting smaller and are not visible ",Reframing
"keep this border only while showing the title/banner, after that borders should be completely white",Spelling in the captions / Adding text / Changing text
"in one line there should be only 5 words max , there are to many words in a line due to which texts are getting smaller and are not visible",Reframing
"keep this border only while showing the title/banner, after that borders should be completely white ",Spelling in the captions / Adding text / Changing text
"in one line there should be only 5 words max , there are to many words in a line due to which texts are getting smaller and are not visible (",Reframing
Jessica works late often.,Spelling in the captions / Adding text / Changing text
Passing Isla Morada..,Spelling in the captions / Adding text / Changing text
do anything ,Spelling in the captions / Adding text / Changing text
"I'd add text for each sign as a visual.  (I usually use a sliding bottom-third menu item).  See this video as an example:   (107) Notice Any Of These Signs? You May Be Working For A Toxic Boss - YouTube
Also, I'd also want to add the photo image of each course I speak about near the end of the video.  I provided those - see the last minute of the above-referenced video as well.",Spelling in the captions / Adding text / Changing text
Keep the picture till here - Website 2 one,Spelling in the captions / Adding text / Changing text
black it out and bleep (,Spelling in the captions / Adding text / Changing text
Can we have an intro in the start - check from envato and insert,Spelling in the captions / Adding text / Changing text
"Pls change text to - ""Your little insecurities""\",Spelling in the captions / Adding text / Changing text
Before this add what are they going to do with both of their hairs - that is also in the start in the original video,Spelling in the captions / Adding text / Changing text
cut this bit,Spelling in the captions / Adding text / Changing text
Please change text to - you suspected it before ,Spelling in the captions / Adding text / Changing text
Add some laughing sound effects here,Spelling in the captions / Adding text / Changing text
"Also add some laughing emojis
Music as well",Sound effects or music louder than the speaker’s voice
We can't cut him in between either cut this shot before or add what he is saying,Sound effects or music louder than the speaker’s voice
Before this - can we add a montage of the process of both - like 2 -2 seconds of all the things that they did in the process... for both the girls and then the final look,Spelling in the captions / Adding text / Changing text
end transition here as well ,Ending transition and sound effect not there
"Add an intro in the start - Highlighting Julie's (or whatever her name is) Hair!
Add some sick music throughout",Ending transition and sound effect not there
Shift the captions up.. so her face is visible at all times,Sound effects or music louder than the speaker’s voice
Reduce the BG noise even more if possible (,Spelling in the captions / Adding text / Changing text
"very ashy,",Sound effects or music louder than the speaker’s voice
Will let you know what he says here,Spelling in the captions / Adding text / Changing text
Will let you know what is here,Spelling in the captions / Adding text / Changing text
"We can cut this bit here of him washing the hair, it's going on for too long.",Spelling in the captions / Adding text / Changing text
"Any more of her hair shots, please put them ",Spelling in the captions / Adding text / Changing text
Why is it important?,Spelling in the captions / Adding text / Changing text
check text coming behind Financial,Spelling in the captions / Adding text / Changing text
Make this upper case - FINANCIAL,Spelling in the captions / Adding text / Changing text
that we,Spelling in the captions / Adding text / Changing text
MILLIONS (,Spelling in the captions / Adding text / Changing text
ORDER,Spelling in the captions / Adding text / Changing text
Can we make the below caption come later?,Spelling in the captions / Adding text / Changing text
This traffic is supposed to be of products so put a footage related to that.,Spelling in the captions / Adding text / Changing text
Put All the customers on a different SRT,Spelling in the captions / Adding text / Changing text
make leverage uppercase ,Spelling in the captions / Adding text / Changing text
"Pls put ""How to Shadow Box"" in red and then the respective part ie .. part 1 of 4 in white and so on in all 4 vids im putting it in re-edit",Spelling in the captions / Adding text / Changing text
Put a banner in the start - HOW TO STAY PRODUCTIVE AND STILL PARTY with MATT LAKER,Spelling in the captions / Adding text / Changing text
Add soem shot glasses here or a clink sound at two shots of tequila ,Spelling in the captions / Adding text / Changing text
WORST DRUG.,Sound effects or music louder than the speaker’s voice
Add the Shrooms part at the end as well - the reel is not making sense,Spelling in the captions / Adding text / Changing text
Pop some shrooms picture here as well,Spelling in the captions / Adding text / Changing text
draught beers,Spelling in the captions / Adding text / Changing text
"ut title - CRAZY PODCAST ORGANIZATION SKILLS
Start the video from here",Spelling in the captions / Adding text / Changing text
Fruiting Body Podcasts,Spelling in the captions / Adding text / Changing text
"goals...
Dude this guy is",Spelling in the captions / Adding text / Changing text
got it dialled in. ,Spelling in the captions / Adding text / Changing text
zoom out and show ,Reframing
doing. ,Reframing
Put 1.59 bit from the original video,Spelling in the captions / Adding text / Changing text
Pop up the book cover here,Spelling in the captions / Adding text / Changing text
people,Spelling in the captions / Adding text / Changing text
Nine Habits of Highly Successful People ,Spelling in the captions / Adding text / Changing text
in the garbage. ,Spelling in the captions / Adding text / Changing text
Add some gif of throwing paper int he garbage here,Spelling in the captions / Adding text / Changing text
"Use different caption for both - the colors should not be same, if the video is on mute then the people won't be able to understand who is speaking - so keep a different color for both.",Spelling in the captions / Adding text / Changing text
beep fucking ,Spelling in the captions / Adding text / Changing text
Same caption color code thing,Spelling in the captions / Adding text / Changing text
"eam
Editor 4 From Bubblez commented on A Life After Layoff_long.mp4
00:02:02:08  1 (126 kB)",Spelling in the captions / Adding text / Changing text
2 (131 kB),Spelling in the captions / Adding text / Changing text
3 (132 kB),Spelling in the captions / Adding text / Changing text
4 (133 kB),Spelling in the captions / Adding text / Changing text
*KINDLE ,Spelling in the captions / Adding text / Changing text
Pls change text to VISIBLY,Spelling in the captions / Adding text / Changing text
"Please change text to - First , I'll do it Visibly""",Spelling in the captions / Adding text / Changing text
"Please change text to - Watch this, do invisibly",Spelling in the captions / Adding text / Changing text
Pls change text to - There's no way it can come out,Spelling in the captions / Adding text / Changing text
Pls change text to - where you can take this,Spelling in the captions / Adding text / Changing text
Pls change text to - where we roll this like this,Spelling in the captions / Adding text / Changing text
Pls change text to - and then hand this to me,Spelling in the captions / Adding text / Changing text
Pls change text to - with this palm,Spelling in the captions / Adding text / Changing text
"Pls add text - so you can ""end"" clean that way",Spelling in the captions / Adding text / Changing text
"Pls change text to - It is a little angly for sure,",Spelling in the captions / Adding text / Changing text
Pls change text to - yours is just small,Spelling in the captions / Adding text / Changing text
$30.8 million ,Spelling in the captions / Adding text / Changing text
The Most Expensive Haircuts,Spelling in the captions / Adding text / Changing text
We dont speak Polish,Spelling in the captions / Adding text / Changing text
Lead arm -- not leader (,Spelling in the captions / Adding text / Changing text
"a bit more ""on"" an angle --- not ""in""",Spelling in the captions / Adding text / Changing text
Approved but 4 short videos of the same video seems like it will get old quickly.  Lets find out .. I did ask to steer away from that.  but lets see if it works,Spelling in the captions / Adding text / Changing text
"Hi Nate!
We will keep this in check for the future videos.",Spelling in the captions / Adding text / Changing text
,Spelling in the captions / Adding text / Changing text
"TEXT - Your company is experiencing some turmoil
Put a ding sound with it",Spelling in the captions / Adding text / Changing text
IS YOUR PERFORMANCE LACKING ,Sound effects or music louder than the speaker’s voice
Add maybe also add a warning icon with the text,Spelling in the captions / Adding text / Changing text
HAVE YOU SCALED BACK YOUR WORK?,Spelling in the captions / Adding text / Changing text
DO YOU MAINTAIN RELATIONSHIPS IN YOUR COMPANY?,Spelling in the captions / Adding text / Changing text
Clenney,Spelling in the captions / Adding text / Changing text
Christian Obumseli (,Spelling in the captions / Adding text / Changing text
OF MODEL,Spelling in the captions / Adding text / Changing text
BLONDE,Spelling in the captions / Adding text / Changing text
remove extra that,Spelling in the captions / Adding text / Changing text
onto these,Spelling in the captions / Adding text / Changing text
end transition,Ending transition and sound effect not there
Please change text - Has a market CAP of a,"Spelling in the captions / Adding text / Changing text
"
So,Spelling in the captions / Adding text / Changing text
listing.,Spelling in the captions / Adding text / Changing text
do this,Spelling in the captions / Adding text / Changing text
this short needs to go over how the price only goes up and other parts of the projec,Spelling in the captions / Adding text / Changing text
"Yes, Courtney, it is unnecessary",Spelling in the captions / Adding text / Changing text
"Remove """"",Spelling in the captions / Adding text / Changing text
" still love you."" (",Spelling in the captions / Adding text / Changing text
"act."" ",Spelling in the captions / Adding text / Changing text
"hospital."" ",Spelling in the captions / Adding text / Changing text
"I am so, so sorry",Spelling in the captions / Adding text / Changing text
"next to you, I always have.",Spelling in the captions / Adding text / Changing text
some abuses here to be muted in this video section,Spelling in the captions / Adding text / Changing text
mute bitch (,Spelling in the captions / Adding text / Changing text
Let's overlap the video on her words as she is speaking about court,Spelling in the captions / Adding text / Changing text
"""Quesi Birria""  its written right there bro",Spelling in the captions / Adding text / Changing text
Quesi Birria,Spelling in the captions / Adding text / Changing text
Against the run ,Spelling in the captions / Adding text / Changing text
"elevated, ",Spelling in the captions / Adding text / Changing text
full stop after together,Spelling in the captions / Adding text / Changing text
Another (initial letter in uppercase),Spelling in the captions / Adding text / Changing text
time. (,Spelling in the captions / Adding text / Changing text
They,Spelling in the captions / Adding text / Changing text
"remove the caption behind the banner,caption should start once banner is removed",Spelling in the captions / Adding text / Changing text
WAYS TO INSTANTLY GO FROM SHABBY TO CHIC - HAIR !! ,Spelling in the captions / Adding text / Changing text
"incorrect captions, correct it and add captions for every line",Spelling in the captions / Adding text / Changing text
for captionsuse black text with white outline or white bg,"Spelling in the captions / Adding text / Changing text
"
WAYS TO INSTANTLY GO FROM SHABBY TO CHIC - SLICKING YOUR HAIR BACK ! ,Spelling in the captions / Adding text / Changing text
WAYS TO INSTANTLY GO FROM SHABBY TO CHIC - SLICKING YOUR HAIR BACK !,Spelling in the captions / Adding text / Changing text
for captions use black text with white outline or white bg ,"Spelling in the captions / Adding text / Changing text
"
for captions use black text with white outline or white bg,"Spelling in the captions / Adding text / Changing text
"
WAYS TO INSTANTLY GO FROM SHABBY TO CHIC - GIVING YOUR OUTFIT SOME SHAPE! ,Spelling in the captions / Adding text / Changing text
WAYS TO INSTANTLY GO FROM SHABBY TO CHIC - PANTS !!,Spelling in the captions / Adding text / Changing text
For captions use black text with white outline or white bg,"Spelling in the captions / Adding text / Changing text
"
or captions use black text with white outline or white bg,"Spelling in the captions / Adding text / Changing text
"
Please change text to - OPEN SEA,"Spelling in the captions / Adding text / Changing text
"
"put on top of the text.
How To:","Spelling in the captions / Adding text / Changing text
"
back side text is missing (,"Spelling in the captions / Adding text / Changing text
"
Pls change text  to - Where's he at,"Spelling in the captions / Adding text / Changing text
"
Trying the Original NYC Chopped Cheese at Hajji's Deli,Spelling in the captions / Adding text / Changing text
Just Everything ,Spelling in the captions / Adding text / Changing text
Not Every Day,Spelling in the captions / Adding text / Changing text
There's something about the way it all goes together,Spelling in the captions / Adding text / Changing text
That I really like about it,Spelling in the captions / Adding text / Changing text
End video here,Spelling in the captions / Adding text / Changing text
Cut out the second mmm at :17,Spelling in the captions / Adding text / Changing text
cut what do you think,Spelling in the captions / Adding text / Changing text
Travelodge by Wyndham,Spelling in the captions / Adding text / Changing text
Wyndham (,Spelling in the captions / Adding text / Changing text
2.9 stars,Spelling in the captions / Adding text / Changing text
Some (,Spelling in the captions / Adding text / Changing text
to.,Spelling in the captions / Adding text / Changing text
Have,Spelling in the captions / Adding text / Changing text
Another,Spelling in the captions / Adding text / Changing text
full stop after stupid,Spelling in the captions / Adding text / Changing text
You,Spelling in the captions / Adding text / Changing text
"mattress,",Spelling in the captions / Adding text / Changing text
"from here till end put comma at end of each line,at end full stop",Spelling in the captions / Adding text / Changing text
3.4 stars,Spelling in the captions / Adding text / Changing text
put 80s together,Spelling in the captions / Adding text / Changing text
"from here put comma after every line(correct the punctuation), at end a full stop ",Spelling in the captions / Adding text / Changing text
correct the punctuations,Spelling in the captions / Adding text / Changing text
across the street (,Spelling in the captions / Adding text / Changing text
across the street,Spelling in the captions / Adding text / Changing text
Booking,Spelling in the captions / Adding text / Changing text
Some,Spelling in the captions / Adding text / Changing text
"comma after every line,correct the punctuation",Spelling in the captions / Adding text / Changing text
venue. ,Spelling in the captions / Adding text / Changing text
Wyndham,Spelling in the captions / Adding text / Changing text
correct the punctuations put comma and full stop (,Spelling in the captions / Adding text / Changing text
WAYS TO INSTANTLY GO FROM SHABBY TO CHIC - SHOES THAT DON'T FIT ,Spelling in the captions / Adding text / Changing text
So just buy shoes that fit!,Spelling in the captions / Adding text / Changing text
Can you reduce the sound effect sounds,Sound effects or music louder than the speaker’s voice
Zoom this in starting here - keep. her full screen,Reframing
Now zoom her out like in this frame as it,Reframing
Zoom in back till the end (,Reframing
Shanquella ,Spelling in the captions / Adding text / Changing text
SHANQUELLA,Spelling in the captions / Adding text / Changing text
change the banner and it should be within this frame ,Reframing
change the banner style into something more sleek and it should be within this frame,Reframing
change the banner style into something more sleek and it should be within this frame ,Reframing
can we reduce the sound of sfx ,Sound effects or music louder than the speaker’s voice
Keep her zoomed in - zoom out only when there are left side hand movements and text on it.,"Spelling in the captions / Adding text / Changing text
"
change the banner style into something more sleek and it should be within this frame,Reframing
change the banner style into something more sleek and it should be within this frame ,Reframing
"I thought the video was fine for upload, but YouTube said the video has copyright music from 0:24-0:39 seconds",Sound effects or music louder than the speaker’s voice
"overall, slightly lower the volume of the sound effects.",Sound effects or music louder than the speaker’s voice
remove transition,Ending transition and sound effect not there
too many sound effects in this section,Sound effects or music louder than the speaker’s voice
money sound effect too loud.,Sound effects or music louder than the speaker’s voice
remove transition sound effect,Ending transition and sound effect not there
remove sound effect at very end,Sound effects or music louder than the speaker’s voice
too many 'bloop' sound effects ,Sound effects or music louder than the speaker’s voice
Legs,"Spelling in the captions / Adding text / Changing text
"
will change it.sorry for the inconvenience. ,"Spelling in the captions / Adding text / Changing text
"
will change it.asap,"Spelling in the captions / Adding text / Changing text
"
MINK YAKI,"Spelling in the captions / Adding text / Changing text
"
IN THE GOLD PACK.,"Spelling in the captions / Adding text / Changing text
"
WHAT I DID DO ,"Spelling in the captions / Adding text / Changing text
"
USED ,"Spelling in the captions / Adding text / Changing text
"
show the final look clearly and properly for few more seconds ,"Spelling in the captions / Adding text / Changing text
"
emove full stop,"Spelling in the captions / Adding text / Changing text
"
IS THICK,"Spelling in the captions / Adding text / Changing text
"
inn motel,"Spelling in the captions / Adding text / Changing text
"
would not,"Spelling in the captions / Adding text / Changing text
"
NASTY. ,"Spelling in the captions / Adding text / Changing text
"
"PAY will be should be with the next line, here only show NASTY","Spelling in the captions / Adding text / Changing text
"
NEAR THE SOUTH END ,"Spelling in the captions / Adding text / Changing text
"
remove this and add a banner - Relaxer and Color Same Day | Pixie Cut,"Spelling in the captions / Adding text / Changing text
"
"make captions small and it should not cover the subject, it should be here","Spelling in the captions / Adding text / Changing text
"
The style,"Spelling in the captions / Adding text / Changing text
"
add music throughout the video,Sound effects or music louder than the speaker’s voice
waves ,"Spelling in the captions / Adding text / Changing text
"
add bg music throughout the video,Sound effects or music louder than the speaker’s voice
add end transition,Ending transition and sound effect not there
move the frame a bit left,Reframing
"don't end like this show final look add transitions ,add end transition",Ending transition and sound effect not there
"main subject should be visible properly, move frame a bit left",Reframing
make reel 3 and reel 4 as one reel,Reframing
framing is not right,Reframing
show the end result properly and it should be zoomed in to full screen,Reframing
TWO LITTLE WHIRLS ,"Spelling in the captions / Adding text / Changing text
"
CHRISTIAN DIOR'S,"Spelling in the captions / Adding text / Changing text
"
beelining ,"Spelling in the captions / Adding text / Changing text
"
find a Loewe Puzzle bag ,"Spelling in the captions / Adding text / Changing text
"
include it on,"Spelling in the captions / Adding text / Changing text
"
"on your shelf, ","Spelling in the captions / Adding text / Changing text
"
ANTIGONA,"Spelling in the captions / Adding text / Changing text
"
remove but,"Spelling in the captions / Adding text / Changing text
"
Honestly ,"Spelling in the captions / Adding text / Changing text
"
Hermes Birkin. ,"Spelling in the captions / Adding text / Changing text
"
the Sac De Jour,"Spelling in the captions / Adding text / Changing text
"
Sack De Jour,"Spelling in the captions / Adding text / Changing text
"
remove 8,"Spelling in the captions / Adding text / Changing text
"
remove 8,"Spelling in the captions / Adding text / Changing text
"
start from here ,"Spelling in the captions / Adding text / Changing text
"
remove 8 ,"Spelling in the captions / Adding text / Changing text
"
remove 8 (,"Spelling in the captions / Adding text / Changing text
"
remove 8,"Spelling in the captions / Adding text / Changing text
"
remove 8 (,"Spelling in the captions / Adding text / Changing text
"
but let's see how it goes,"Spelling in the captions / Adding text / Changing text
"
remove 8,"Spelling in the captions / Adding text / Changing text
"
remove 8 (,"Spelling in the captions / Adding text / Changing text
"
of mules and,"Spelling in the captions / Adding text / Changing text
"
remove this extra frame ,Reframing
framing is not right move it a bit left ,Reframing
"Brand color numbers are
CD6EBC
C7B080
3F721D
black and white
[USE ALL THESE COLORS]","Spelling in the captions / Adding text / Changing text
"
Change to the other guy here,"Spelling in the captions / Adding text / Changing text
"
"Get their names on screen - whenever there is a switch, put the name placard everytime","Spelling in the captions / Adding text / Changing text
"
There is a jump here,"Spelling in the captions / Adding text / Changing text
"
Make another shorter one - with just two questions,"Spelling in the captions / Adding text / Changing text
"
In the external videos - please fix the audio where it goes very high and distorted. We have to keep the entire video on the same level of audio.,"Spelling in the captions / Adding text / Changing text
"
"Annie asked us to add pictures of cults and dark rituals, please add them in between.","Spelling in the captions / Adding text / Changing text
"
BLONDE,"Spelling in the captions / Adding text / Changing text
"
"Hi Nate!
We think if we remove the first 5 seconds, this reel would still work now.
What do you think?","Spelling in the captions / Adding text / Changing text
"
Reduce the volume of all sound effects.,Sound effects or music louder than the speaker’s voice
Reduce the volume of all sound effects.,Sound effects or music louder than the speaker’s voice
Reduce the volume of all sound effects.,Sound effects or music louder than the speaker’s voice
airport. ,"Spelling in the captions / Adding text / Changing text
"
"bougie, ","Spelling in the captions / Adding text / Changing text
"
divot ,"Spelling in the captions / Adding text / Changing text
"
Thrown,"Spelling in the captions / Adding text / Changing text
"
show or say combo name - 2-step in 3,"Spelling in the captions / Adding text / Changing text
"
show or say combo name.  1-2-3--2B body-3,"Spelling in the captions / Adding text / Changing text
"
combo 4- slip-slip 4B-6-roll,"Spelling in the captions / Adding text / Changing text
"
Thats my youtube handle.  How do you plan on adding a call to action to subscribe to my memberships and Nate Bower Elevated?,"Spelling in the captions / Adding text / Changing text
"
critiquing,"Spelling in the captions / Adding text / Changing text
"
This one I need to have a more positive side to this..IS there a placer where I ask people opinions on his skill?,"Spelling in the captions / Adding text / Changing text
"
"there is a chance he will fight tommy fury...need to remove that portion.  Although I think its a farce, it might happen.","Spelling in the captions / Adding text / Changing text
"
two three ,"Spelling in the captions / Adding text / Changing text
"
they bot,"Spelling in the captions / Adding text / Changing text
"
THE GUY,"Spelling in the captions / Adding text / Changing text
"
This video is just a training of 10 minute boxing so yeah. ,"Spelling in the captions / Adding text / Changing text
"
often times ,"Spelling in the captions / Adding text / Changing text
"
wallet,"Spelling in the captions / Adding text / Changing text
"
we need an energy boost ,"Spelling in the captions / Adding text / Changing text
"
remove meat ,"Spelling in the captions / Adding text / Changing text
"
all at once,"Spelling in the captions / Adding text / Changing text
"
like in an ,"Spelling in the captions / Adding text / Changing text
"
chickenjoy,"Spelling in the captions / Adding text / Changing text
"
con todo,"Spelling in the captions / Adding text / Changing text
"
arobada,"Spelling in the captions / Adding text / Changing text
"
feel it,"Spelling in the captions / Adding text / Changing text
"
let's see what's up ,"Spelling in the captions / Adding text / Changing text
"
let's see what's up ,"Spelling in the captions / Adding text / Changing text
"
