Query,Label
"00:00:01:20 add*Into* before ""to it.""",
00:00:13:01 Add some fun emoji with captions - Forever.... ***!!!,
"00:00:50:12 pls change text to - Actually felt like
","Spelling in the captions / Adding text / Changing text
"
00:00:14:16 Pls change text to - it then. ,"Spelling in the captions / Adding text / Changing text
"
"00:00:16:19 Phat? Not trying to be rude but can you guys try to catch these before making them available to me? The converter you use has a lot of spelling errors and if you proofed them before making them available, I think it would save us both a lot of time. (183 kB)",
"00:00:48:05 know, not no (365 kB)",
"00:00:43:13 Handling, not hanging (170 kB)",
"00:00:00:00 This b-roll is ok for this video, but for future videos I'd much rather use footage of people walking the Las Vegas strip. This b-roll looks like it's from Europe (6 kB)",
"00:00:08:03 This b-roll is fine this time for the video, but in the future let's show traffic or time lapse of cars driving on the Las Vegas strip because it's much more relevant to the channel content. (153 kB)",
"00:00:04:01 Please change text to - NOW
between Juggling and magic repeated 3 times (209 kB)","Spelling in the captions / Adding text / Changing text
"
00:00:06:00 Pls change text to - The second thing (194 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:13:21 Entire video has juggling and magic repeated throught out . please correct (204 kB),
"00:00:01:26 Place ""part 1 "" above the sankey magic logo (66 kB)",
00:00:17:22 Pls change text to - Ace of hearts (70 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:23:16 Add
CUT after ""the card to "" (88 kB)
",
"00:00:46:02 Pls change text to - ""CARD"" (72 kB)","Spelling in the captions / Adding text / Changing text
"
00:00:01:21 Please put  Part 02 above the Sankey magic LOGO (66 kB),
00:00:30:10 PLS CHANGE TEXT TO - THE EXPOSED VIEW (106 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:02:29 Please put part 03 above sankey magic logo ! (66 kB),
00:01:00:13 Pls reduce time to 59 seconds (10 kB),
00:00:28:22 Pls change text to - through the cards (138 kB),"Spelling in the captions / Adding text / Changing text
"
00:01:00:02 PLS REDUCE TIME TO 59 SECONDS (19 kB),
00:00:27:00 Pls change text to - SHUFFLED (137 kB),"Spelling in the captions / Adding text / Changing text
"
00:01:00:01 Reduce time to 59 seconds. (18 kB),
"00:00:37:21 Pls remove b'ut the next card"" from captions (160 kB)",
00:00:05:12 Pls change text - with or without a (151 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:27:14 Add - Very good (128 kB),
00:00:31:08 Word wonderful in one line (148 kB),
"00:00:34:13 Plss add ""This"" after ""suprises"" (143 kB)",
00:00:28:07 Pls change text to - And I swing up (63 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:30:04 Pls change - on my down (66 kB),
00:00:11:01 Pls change text - All that matters (51 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:20:29 Pls change text - alot , here's about that big (45 kB)","Spelling in the captions / Adding text / Changing text
"
00:00:46:02 Pls add -  Boom! Done (69 kB),
"00:00:47:00 Remove ""THE""] (73 kB)",
00:00:56:18 Pls change text to - from corner to corner (43 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:30:27 Pls change text to - So, Fold it half (59 kB)","Spelling in the captions / Adding text / Changing text
"
"00:00:32:13 Pls change - one way fold half , the other (66 kB)","Spelling in the captions / Adding text / Changing text
"
00:00:48:21 sick (516 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:48:20 sick new world's (515 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:53:23 remove comma, it's- tomo noodles (174 kB)","Spelling in the captions / Adding text / Changing text
"
00:00:12:10 zoom out the video a bit (198 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:00:20 put the banner- ""MISTAKES Tourist Make in NYC - Taking a Train in Wrong Direction"" (157 kB)","Spelling in the captions / Adding text / Changing text
"
00:00:09:18 Pls change text to - Lovely piece of magic. (189 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:40:07 Pls change text - In there, that's your secret (210 kB)","Spelling in the captions / Adding text / Changing text
"
"00:00:35:26 Pls remove ""and"" (118 kB)",
00:00:40:04 Pls change text - Now I grab this like this (192 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:07:00 Pls change text to - They got a pack of bunch of (170 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:30:11 reduce the volume of bg music (146 kB),Sound effects or music louder than the speaker’s voice
"00:00:13:04 reduce the volume of bg muic (126 kB)
",Sound effects or music louder than the speaker’s voice
"00:00:55:02 the word stuff is getting cut in audio (72 kB)
",Sound effects or music louder than the speaker’s voice
"00:00:06:25 reduce the volume of bg music (106 kB)
",Sound effects or music louder than the speaker’s voice
"00:00:04:24 see teespring (171 kB)
","Spelling in the captions / Adding text / Changing text
"
"00:00:05:17 reduce the volume of bg music (194 kB)
",Sound effects or music louder than the speaker’s voice
"00:00:10:18 reduce the volume of bg music (166 kB)
",Sound effects or music louder than the speaker’s voice
"00:00:17:13 reduce the volume of bg music (108 kB)
",Sound effects or music louder than the speaker’s voice
00:00:20:17 for shirts (141 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:20:29 you mainly (118 kB)
","Spelling in the captions / Adding text / Changing text
"
"00:00:21:21 get (remove they) (116 kB)
","Spelling in the captions / Adding text / Changing text
"
00:00:58:05 reduce the volume of bg music (35 kB),Sound effects or music louder than the speaker’s voice
00:00:44:21 reduce the volume of bg music (122 kB),Sound effects or music louder than the speaker’s voice
00:00:48:13 reduce the volume of bg music (163 kB),Sound effects or music louder than the speaker’s voice
00:00:14:27 wall art does really well (186 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:50:01 reduce the volume of bg music (127 kB),Sound effects or music louder than the speaker’s voice
00:00:55:07 these is not clearly audible in audio (123 kB),Sound effects or music louder than the speaker’s voice
00:00:33:25 reduce the volume of bg music (164 kB),Sound effects or music louder than the speaker’s voice
00:00:16:11 Deadlift (303 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:42:22 DUMBBELL -- you forgot a b (232 kB)
","Spelling in the captions / Adding text / Changing text
"
00:00:11:14 I  did this one on TikTok last month (186 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:04:19 Cut before t5his and put up title NYC Tourist Mistake: Not Checking Hourly Forecast (76 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:24:12 13 mile an hour (134 kB)
","Spelling in the captions / Adding text / Changing text
"
00:00:01:03 Title Card Change to- NYC Tourist Mistake- Not Knowing Your Order At a Busy Spot (199 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:01:14 NYC Tourist Mistake: Stopping To Check Directions In The Wrong Place (107 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:04:00 NYC Tourist Mistake: (add this to title card) (94 kB)
","Spelling in the captions / Adding text / Changing text
"
00:00:05:18 these have become (201 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:19:09 I'd Pick Summit (258 kB),"Spelling in the captions / Adding text / Changing text
"
"00:00:05:08 Ferocious not was roaches (159 kB)
","Spelling in the captions / Adding text / Changing text
"
00:00:31:13 echoes and whistle (145 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:56:06 ends of the ball (124 kB),"Spelling in the captions / Adding text / Changing text
"
00:00:00:01 Show stock footage of pilots instead (136 kB),
00:00:00:00 show stock footage of pilots here instead (135 kB),
00:00:01:11 'about airline' disappears too fast (169 kB),
00:00:04:20 *reduce our senses (164 kB),
"00:00:11:19 turbulent, (100 kB)",
"00:00:01:18 title: The SAFEST seat on the plane?
also disappears too fast (176 kB)",
00:00:19:13 is so * (181 kB),
"00:00:26:03 view, (164 kB)",
"00:00:36:17 sleep, (141 kB)",
"00:00:04:11 Withtravis written in white, pls cut (175 kB)",
00:00:00:01 I don't think this clip is very engaging or worth being a short. (138 kB),
"00:00:07:15 food, (141 kB)",
00:00:16:18 articles (153 kB),
"00:00:24:21 ends 1 second to quick, somewhat cuts off last word. (12 kB)",
00:00:04:14 this video should include all the uniswap pools not just 1 (140 kB),
00:00:11:10 maybe remove this sections and start back at 'there are plenty of articles form 2017....' (38 kB),
00:00:11:09 remove this section (36 kB),
00:00:17:18 S's (110 kB),
00:00:00:00 remove 'to kick things off' (130 kB),
00:00:05:05 Title change 'SSSS on boarding pass is the WORST' (99 kB),
00:00:01:10 Title change 'SSSS on boarding pass is the WORST' (180 kB),
00:00:01:12 Volume of all sound was reduced?  Can't hear anything on this one. (213 kB),
00:00:09:24 This short looks completely different style from all of the others.  Please keep them consistent.  This one will require redo. (85 kB),
00:00:05:01 Use different stock here that doesn't include the title 'boarding passes hold personal information'.  It is too busy and too much to read in addition to the subtitle text. (146 kB),
00:00:00:24 Airplane food* (154 kB),
00:00:05:23 remove' even further' (151 kB),
00:00:01:11 title: CRAZY RULES FOR AIRLINES PILOTS (177 kB),
00:00:05:19 CHANGE STOCK TO SOMETHING THAT DOESN'T INCLUDE TITLE 'PILOTS EAT DIFFERENT MEALS' too busy with too much text (100 kB),
00:00:13:11 end with a plan landing stock video instead of the transition slide showing. (47 kB),
00:00:01:20 volume of speaking way lower than other videos [referring to the 'airline secrets'] video volumes. (225 kB),
00:00:27:19 confirm in green (205 kB),
"00:00:07:17 all of these highlighted in red, please highlight in blue instead similar to the other shorts from 'airline secrets'.  Trying to have similar text and style for most shorts.  Some variation so it's not boring ok :) (209 kB)",
00:00:18:28 show dirty clothes with an X or something similar here since this video of the laundry machines lasts too long.  It got a little boring. (240 kB),
00:00:32:10 Loved this one!  Speaking volume is definitely too low.  The 3 videos in this series 'Airplane hacks' all need to have the volume increased to the same volume as the other series 'airline secrets' (13 kB),
"00:00:00:00 I'm not sure of specific ways to improve, but this short is definitely not as engaging as other shorts you have created like this one: https://app.frame.io/reviews/0b5c43aa-3b8c-4ad3-8531-6c57caa5461c/89e5dc2d-b8b4-4d3b-91c4-22f919014746. I am not sure I would publish this.",
"00:00:07:09 In geenral for all shorts, I don't think we should include frames from the original video that have the title text.  The title text in addition to the subtitle text ends up making it very busy and confusing. (134 kB)",
0:00:32:08 remove slight pause after i say 'inserts' (188 kB),
"00:00:09:03 ""you send to Amazon"" on 8 second mark (149 kB)",
00:00:00:02 Please make the intro TITLE similar to the Original Shorts that were edited. Please change the Color to YELLOW instead of orange. (53 kB),
00:00:00:00 Please make the intro TITLE similar to the Original Shorts that were edited. Please change the Color to YELLOW instead of orange. (13 kB),
00:00:00:00 Please make the intro TITLE similar to the Original Shorts that were edited. Please change the Color to YELLOW instead of orange. (13 kB),
00:00:00:00 Please make the intro TITLE similar to the Original Shorts that were edited. Please change the Color to YELLOW instead of orange. (13 kB),
"00:00:33:04 Please do A, B, C - Capital and by itself (180 kB)",
00:00:03:05 Add question mark on the Title. (129 kB),
00:00:08:08 Please add AMAZON LOGO to make it Enganging (104 kB),
00:00:40:20 Please add emoji or graphics/pictures (112 kB),
"00:00:03:13 Please change the title to ""PROS of Online Arbitrage"" (114 kB)",
00:00:08:14 Please Delete the zooming-out because it shows double captions (117 kB),
00:00:18:08 Please delete this section and just go right into the PROS. (111 kB),
00:00:23:13 Make Numero Uno different color (GREEN) so it stands out (108 kB),
00:00:26:04 Delete ZOOMING OUT (126 kB),
00:00:38:17 make number two Pro GREEN FONT color to make it stand out like number one (111 kB),
"00:00:42:22 Delete Zoom (136 kB)
",
00:00:49:05 delete zoom (113 kB),
"00:00:05:07 delete zooming out (130 kB)
",
00:00:20:11 delete zooming out (122 kB),
"00:00:00:00 Please change the title to ""CONS of Online Arbitrage"" (13 kB)",
00:00:41:18 delete zooming out (112 kB),
"00:00:00:00 Change title to ""How Online Arbitrage Works"" (13 kB)
",
"00:00:22:15 add picture here related to the word LIST (119 kB)
",
00:00:01:15 Add Question mark emoji (141 kB),
00:00:17:06 Add KEY Picture/graphic (122 kB,
00:00:27:02 Delete this section it doesnt make sense in the REEL (113 kB),
00:00:00:00 Make Title similar to this SHORT but Make it YELLOW COLOR https://app.frame.io/reviews/1c3bfff6-cf2b-48ee-be17-cb239531adc5/6bd315a6-e0ba-47e8-bb82-446fb3b49306 (13 kB),
00:00:00:00 Make Title similar to this SHORT but Make it YELLOW COLOR https://app.frame.io/reviews/1c3bfff6-cf2b-48ee-be17-cb239531adc5/6bd315a6-e0ba-47e8-bb82-446fb3b49306 (13 kB),
00:00:00:00 Make Title similar to this SHORT but Make it YELLOW COLOR https://app.frame.io/reviews/1c3bfff6-cf2b-48ee-be17-cb239531adc5/6bd315a6-e0ba-47e8-bb82-446fb3b49306 (13 kB),
00:00:00:00 Make Title similar to this SHORT but Make it YELLOW COLOR https://app.frame.io/reviews/1c3bfff6-cf2b-48ee-be17-cb239531adc5/6bd315a6-e0ba-47e8-bb82-446fb3b49306 (13 kB),
00:00:00:12 ZOOM OUT a bit - too close in the video (106 kB),
00:00:19:23 add graphics of website/computer (109 kB),
00:00:06:20 TWO (203 kB),
00:00:29:08 STEAMED (149 kB),
00:00:56:13 DEFINITELY WORTH IT. (184 kB),
"00:00:06:11 Remove full stop (172 kB)
",
00:00:08:07 put full stop after SPIDER MAN (144 kB),
00:00:42:06 YOUR REPRESENTATION OF WHAT (189 kB),
00:00:22:06 SOFTER CONSISTENCY. (97 kB),
00:00:24:05 which you would expect from something like this (162 kB),
00:00:41:11 smokey (163 kB),
00:00:15:17 please change title background color to YELLOW. Thank you! ,
00:00:01:13 please change title background color to YELLOW. Thank you!,
00:00:59:06 please change title background color to YELLOW. Thank you! ,
00:00:10:14 please change title background color to YELLOW. Thank you!,
00:00:27:00 PlS CHANGE TEXT - GET PEGGY (105 kB),
00:00:15:15 Pls change text- to be dead (197 kB),
"00:00:07:11 Pls change - I wont (143 kB)
",
"00:00:00:00 Put the new title over the yellow blurry please. (4 kB)
",
00:00:00:00 please change title background color to YELLOW. Thank you,
00:00:11:02 some work (232 kB),
00:00:39:19 until I literally (133 kB),
"00:00:57:28 zoom out the video a lil bit and keep few zoomed in shots,end result should remain zoomed in as it is (136 kB)",
00:00:53:05 get out of my face (67 kB),
"00:00:49:22 Pls change text - and clean up all this mess. (151 kB)
",
"00:00:10:06 Add some sporty or athletic music in the Background (194 kB)
",
"00:00:25:14 Add some athletic background music (152 kB)
",
00:00:19:10 Add some backgorund music (177 kB),
"00:00:43:02 keep the font size of caption same throughout the video (43 kB)
",
00:00:43:02 5 words at a time (43 kB),
"00:00:40:18 put logo at top let/right corner throughout the video (300 kB)
",
00:00:45:08 kittl (126 kB),
"00:00:04:10 put logo at top let/right corner throughout the video (192 kB)
",
"00:00:21:01 keep the font size of caption same throughout the video (200 kB)
",
"00:00:59:12 keep the font size of caption same throughout the video,5 words in aline or at a time (169 kB)",
00:00:00:00 put logo at top let/right corner throughout the video (115 kB),
00:00:00:21 put a banner - What I Learned by Designing 31 Designs in 31 Days,
"00:00:11:16 put logo at top let/right corner throughout the video (197 kB)
",
"00:00:36:11 keep the font size of caption same throughout the video,5 words in a line or at a time (199 kB)",
00:00:06:08 change the font style of the banner to something bold (207 kB),
00:00:05:51 change the font style of the banner to something bold (180 kB),
00:00:18:54 full stop after brother (170 kB),
00:00:23:43 full stop after 'these' (106 kB),
"00:00:24:36 What (180 kB)
",
00:00:17:20 Affinity Designer (192 kB),
00:00:23:14 Photopea right now (189 kB),
00:00:29:13 do the wave (114 kB),
"00:00:30:24 CHANGE TEXT - GOOD (179 kB)
",
"00:00:31:08 Change text - this one (176 kB)
",
"00:00:31:12 remove - ""IT"" (174 kB)",
"00:00:40:07 Pls change - ""soft too"" (160 kB)",
"00:00:47:15 Change text - ""OK"" (191 kB)",
00:00:00:00 Subtitles repeated twice once in big and below in small. Please remove it from the videos (140 kB),
00:00:00:00 Parking to come in front (12 kB),
00:02:20:14 cut this bit and start with after the forgotten in next line - it comes in 3 seconds (551 kB),
00:18:28:25 Beep rape here (514 kB),
00:19:19:03 Beep rape here (427 kB),
"00:00:00:00 In this reel, need more info on the murder of Caylee, the child and we can keep this father cop bit but reduce it.
Make this reel more exciting. (169 kB)",
00:00:16:18 removed in 0:11-0:20 (8 kB),
00:00:12:18 My 2006 rotation (158 kB),
"00:00:32:29 NATO mission (158 kB)
",
00:00:40:05 SF teams? (144 kB),
00:00:42:27 ____ attached to us? (153 kB),
"00:00:21:48 Pls change text to - That regulators (210 kB)
",
"00:00:39:25 Please change the text style to the ""white text"" that has been used in the other edits from today. I think it's more readable. (12 kB)",
"00:00:00:41 Please change the text style to the ""white text"" that has been used in the other edits from today. I think it's more readable (269 kB)",
"00:00:37:11 minibar's (138 kB)
",
"00:00:01:23 Also put a sub heading along with the main title, sub heading-""FEES & TAXES"" (219 kB)",
"00:00:03:00 Also put a sub heading along with the main title, sub heading-""WORSE ODDS IN CASINOS"" (234 kB)",
"00:00:02:24 put a sub heading along with the main title, sub heading-""FEWER COMPS IN CASINOS"" (333 kB)",
00:00:19:18 comp (105 kB),
"00:00:02:00  put a sub heading along with the main title, sub heading-""HIGH PRICES"" (189 kB)",
"00:00:57:19 add few clips of original clip from the video(clips of creator speaking), do this in all 5 reels (26 kB)",
"00:00:02:23 Also put a sub heading along with the main title, sub heading-""LACK OF PERSONAL TOUCH"" (130 kB)",
"00:00:00:00 add few clips of original video(clips of creator speaking), do this in all 5 reels (69 kB)",
00:00:04:00 flash frame (230 kB),
00:00:14:03 fruit (116 kB),
00:00:16:00 If there is text on screen then it shouldn't repeat. (97 kB),
"00:00:08:06 Creator not in center, zoom on his face (202 kB)",
00:00:02:08 Can we include the location here as well (224 kB),
"00:00:02:02 Can we include the location here as well (237 kB)
",
"00:00:01:14 Please change text to - Abandoned (92 kB)
",
"00:00:01:04 Pls change text for banner - Abandoned (217 kB)
",
"00:00:00:20 pLS CHANGE TEXT TO - Abandoned (221 kB)
",
"00:00:00:20 Pls change text to - Abandoned (290 kB)
",
00:00:06:04 Pls change text - Rower (296 kB),
00:00:09:16 Pls change text - Aesthetics (253 kB),
"00:00:11:13 Change text to - Hydrow (196 kB)
",
00:00:00:18 Make Title similar to this SHORT but Make it YELLOW COLOR https://app.frame.io/reviews/1c3bfff6-cf2b-48ee-be17-cb239531adc5/6bd315a6-e0ba-47e8-bb82-446fb3b49306 (154 kB),
00:00:08:02 come follow (131 kB),
00:00:12:22 add AMAZON LOGO to make it Enganging (132 kB),
"00:00:23:22 add graphics of computer and internet (129 kB)
",
00:00:16:08 reduce the volume of bg music (123 kB),
"00:00:18:04 highlight zero out of pocket (125 kB)
",
"00:00:38:10 Blank video from here on, pls re check and upload! (12 kB)
",
00:00:10:25 starts off with fresh cut (228 kB),
00:00:45:38 add few a bit zoomed in clips  too (233 kB),
"00:00:14:49 video is much zoomed out , please zoom it in a bit (242 kB)",
00:00:07:25 zoom in a bit (166 kB),
00:00:27:44 Mane life collection (158 kB),
00:00:28:38 Mane (151 kB),
00:00:38:10 zoom in the result frame a bit (121 kB),
00:00:38:17 16:8 (235 kB),
00:00:42:03 5:2 (228 kB),
00:00:00:00 hi I have this edit already. It was one of the first I received when I started (152 kB),
"00:00:52:01 give it time, wait it out. It's gonna be (254 kB)",
00:00:28:20 10% (172 kB),
00:00:47:28 remove ending clip (126 kB),
00:00:54:18 remove from ending of all videos (75 kB),
"00:00:29:09 Daron bland (123 kB)
",
00:00:25:03 Bland (125 kB),
00:00:05:14 Law (120 kB),
00:00:08:26 Fade (114 kB),
00:00:28:28 Colts (123 kB),
00:00:32:22 Shoot held them boys to (140 kB),
00:00:11:22 Shout out to (130 kB),
"00:00:31:06  just a dead ball (135 kB)
",
00:00:07:05 Tik toker (111 kB),
00:00:19:05 Cut this out (27 kB),
00:00:38:09 Being stalked (161 kB),
00:00:06:05 Dude what the hell is going on (107 kB),
00:00:09:06 weird bro (82 kB),
00:00:10:28 cut out for add bro (89 kB),
00:00:18:05 what the hell holy crap (67 kB),
00:00:26:26 wild i dont know what the hell (121 kB),
00:00:29:01 he could be planning but wait (120 kB),
00:00:31:15 Just.. yo.. the car noise (120 kB),
00:00:22:05 what the hell (96 kB),
00:00:24:20 Yo.. shush (105 kB),
00:00:04:04 cursed blippy and cursed lanky (its in the title bro) (124 kB),
00:00:15:15 suggestions (73 kB),
00:00:50:18 cut out you make off (69 kB),
00:00:07:26 they all look like they come fro different walks of life (177 kB),
00:00:27:06 the toilets need to be cleaned (163 kB),
"00:00:01:11 change the tile to- Why Las Vegas Is NOT Running Out of Water (Anytime Soon)
and 'anytime soon' relatively smaller than main title,it should not be highlighted much (258 kB)",
"00:00:01:08 change the tile to- Why Las Vegas Is NOT Running Out of Water (Anytime Soon)
and 'anytime soon' relatively smaller than main title,it should not be highlighted much (268 kB)",
00:00:23:02 are allotted in (166 kB),
00:00:41:17 spot to sit (152 kB),
00:00:43:00 remove since (152 kB),
00:00:45:05 during your (166 kB),
00:00:00:23 vegas (217 kB),
"00:00:25:18 double caption, correct it (135 kB)",
"00:00:09:16 on this attraction (146 kB)
",
00:00:24:14 pod (157 kB),
00:00:27:05 fountain show (195 kB),
"00:00:02:06 change the banner to- ""BOULDER CITY"" (245 kB)",
00:00:25:13 remove A (163 kB),
"00:00:02:03 Pls change text to- About the TONAL HOME (206 kB)
",
00:00:00:00 testing (13 kB),
00:00:14:13 EXCESSIVE (164 kB),
00:00:16:15 SUGARS ARE (192 kB),
00:00:43:04 reduce the bg volume (113 kB),
00:00:03:21 the back (275 kB),
00:00:10:03 hit command g (114 kB),
00:00:06:12 New Title: Can You Find Good Food in Times Square? Pt. 1 (119 kB),
00:00:00:09 New Title: Can You Find Good Food in Times Square? Pt. 1 (55 kB),
"00:00:13:23 :14 cut the 3 cuban coffee asked back part (158 kB)
",
"00:00:15:11 cut yes too (151 kB)
",
00:00:37:11 bit through (156 kB),
00:00:56:04 You've got (207 kB),
"00:00:01:14 Can You Find Good Food in Times Square? Pt.2 (205 kB)
",
00:00:28:13 Action Kid (not actually) (146 kB),
"00:00:12:05 missing caption- safer for them (136 kB)
",
00:00:52:51 carry or they can carry their own bag (152 kB),
00:00:00:47 put banner-TODDLER MUST HAVES TO MAKE YOUR LIFE EASIER! (150 kB),
00:00:00:19 put banner-AMAZON MUST HAVES THAT I CAN'T LIVE WITHOUT! (133 kB),
00:00:36:06 put comma after allen wrenches (161 kB),
"00:00:50:02 So, it's a lifesaver. (105 kB)",
00:00:07:02 hairstylist (158 kB),
"00:00:07:02 please correct the second screen, product is off screen it's not visible (125 kB)",
"00:00:07:29 please correct the second screen, product is off screen it's not visible (148 kB)",
"00:00:21:00 please correct the second screen, product is off screen it's not visible (159 kB)",
"00:00:07:15 please correct the second screen, product is off screen it's not visible properly (117 kB)
",
"00:00:40:54 please correct the second screen, product is off screen it's not visible (128 kB)",
"00:00:20:36 please correct the second screen, product is off screen it's not visible (117 kB)",
"0:00:06:09 please correct the second screen, product is off screen it's not visible (141 kB)",
"00:00:19:45 please correct the second screen, product is off screen it's not visible (133 kB)",
"00:00:42:03 please correct the second screen, product is off screen it's not visible (148 kB)",
00:00:03:01 New Title: Can You Find Good Food in Times Square Pt.3 (203 kB),
00:00:02:05 Title: Should You Visit Krispy Kreme in Times Square!? (288 kB),
00:00:18:10 ASIN (95 kB),
00:00:19:00 ASIN (109 kB),
00:00:22:18 THAT ASIN (87 kB),
00:00:56:11 Highlight $169 with green and use money sound effect (155 kB),
"00:00:15:00 ILLUSTRATA (383 kB)
",
00:00:32:02 EduEly (254 kB),
00:00:26:20 EduEly (remove and to me) (382 kB),
00:00:36:18 in Edu's one is (179 kB),
00:00:44:29 is Laorel. (316 kB),
00:00:47:11 four designs. (284 kB),
00:00:18:05 boom (58 kB),
00:00:04:28 remove this frame (155 kB),
00:00:25:20 false (294 kB),
00:00:42:23 PHOTOPEA (316 kB),
"00:00:50:22 RIGHT AS YOU GO WITH CANVA (125 kB)
",
00:00:23:04 IN FACT (163 kB),
"Ishita from Bubblez commented on R4.mp4
00:00:29:12 C O O L O R'S (98 kB)",
00:00:24:23 COOLOR'S (117 kB),
00:00:01:23 COMMAND J (140 kB),
00:00:40:10 BURRITO ON THE SIDES (130 kB),
00:00:41:20 BURST ON THE TOP (131 kB),
00:00:42:21 OR YOU COULD USE (91 kB),
"00:00:01:20 COMMAND J (139 kB)
",
00:00:07:08 ON KITTL (252 kB),
00:00:09:06 KITTL.COM (79 kB),
00:00:11:10 ON NEW PROJECT (64 kB),
00:00:01:08 put question mark after person (244 kB),
00:00:01:13 put question mark after person (134 kB),
00:00:01:10 put question mark after person (241 kB),
"00:00:02:24 banner should be within this frame (247 kB)
",
00:00:01:13 move the banner a bit down (168 kB),
00:00:11:25 there. Man (138 kB),
00:00:01:01 move the banner a bit down (159 kB),
00:00:02:06 remove i'm from title (160 kB),
"00:00:01:03 remove i'm from the title (168 kB)
",
00:00:00:20 remove i'm from the banner (159 kB),
00:00:00:08 Place Title Here (172 kB),
"00:00:02:20 Remove ""Part 1"" (206 kB)",
00:00:16:04 Remove Flash Frame (344 kB),
"00:00:52:22 Change it to ""Chargepoint Right here"" (241 kB)",
"00:00:53:29 Remove your Car's Connection and change it to ""CCS Connection"" (249 kB)",
"00:00:57:18 "" CCS PIN "" (212 kB)",
00:00:01:02 Place Title here (185 kB),
"00:00:34:04 ""of the dial"" (151 kB)",
00:00:01:13 Place title here (223 kB),
00:00:01:05 Place Title Here and remove part 4 (196 kB),
"00:00:05:08 Change it to ""the little screen in front of you"" (188 kB)",
00:00:25:29 Move frame to the left.  Put Gear in middle (212 kB),
"00:00:48:28 Change it to "" Just do a 0 to speed limit "" (186 kB)",
00:00:55:20 Add End Transition (145 kB),
00:00:01:00 Place title here and remove part 5 (166 kB),
00:00:00:06 The Screen is not fully visible so zoom Out the frame. (155 kB),
00:00:29:13 Remove Flash Frame (114 kB),
"00:00:30:18 "" what is the front of app look like"" (138 kB)",
00:00:52:11 End it Here with End Transition and Sfx (196 kB),
00:00:00:21 Place title here (208 kB),
00:00:01:11 Place Title Here (287 kB),
"00:00:00:08 Place all the captions here (259 kB)
",
00:00:01:06 Place Title Here (320 kB),
00:00:00:04 Place all the Captions here (279 kB),
"00:00:01:02 Place title here (337 kB)
",
"00:00:00:06 Place all the captions here (310 kB)
",
00:00:02:00 Place title here (312 kB),
00:00:00:08 Place all the captions here (283 kB),
00:00:17:24 keep it up. ( Add Fullstop ) (266 kB),
"00:00:18:13 ""As"" (260 kB)",
"00:00:28:05 love it. Okay. (241 kB)
",
"00:00:28:19 ""So"" (262 kB)",
00:00:01:04 Place title here (303 kB),
"0:00:00:08 Place all the captions here (281 kB)
",
00:00:01:03 Place Title here (323 kB),
00:00:00:00 Place all the captions here (247 kB),
00:00:05:22 Remove the white text (265 kB),
"00:00:00:01 Add Title "" Tesla's FSD Beta Is Getting CONFIDENT "" (119 kB)
",
00:00:57:03 Really Good. Add Fullstop (141 kB),
"00:00:57:03 Add End Transition and sfx (141 kB)
",
"00:00:01:06 Add Title "" Tesla's FSD Beta Is Getting CONFIDENT "" (133 kB)",
00:00:55:09 Add End Transition and sfx (109 kB),
"00:00:01:13 Add Title "" Tesla's FSD Beta Is Getting CONFIDENT "" (120 kB)",
0:00:57:19 Add End Transition and Sfx (100 kB),
"00:00:01:18 Add Title "" Tesla's FSD Beta Is Getting CONFIDENT "" (138 kB)",
00:00:56:04 Add end transition and sfx (131 kB),
"00:00:30:09 Change it to "" Las Vegas Trip. (299 kB)
",
00:00:01:28 banner should be within this frame and use some bold font in banner (231 kB),
00:00:01:11 use some bold font in banner (265 kB),
00:00:40:12 zoom out the frame a lil bit (103 kB),
00:00:07:25 DRAGGY DEVICE (76 kB),
"00:00:11:28 WE ARE STOPPED (105 kB)
",
00:00:16:06 write S in gosh in uppercase (122 kB),
00:00:01:06 banner should be within this frame and use some bold font in banner (146 kB),
00:00:01:03 banner should be within this frame and use some bold font in banner (153 kB),
00:00:07:04 draggy (169 kB),
00:00:30:16 And the car is really impressive (197 kB),
00:00:01:05 use some bold font in banner (207 kB),
00:00:07:13 take this away. (91 kB),
00:00:13:02 Change 26th to 2006 (161 kB),
